Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
65,Bachelor'S,Technology,2,Urban,35,Single,Self-Employed,7,Own,Apartment,Female,Walking,69012.0
51,Bachelor'S,Education,1,Urban,10,Married,Full-Time,1,Own,Apartment,Female,Public Transit,2890510.4000000004
23,Master'S,Education,3,Urban,16,Married,Part-Time,5,Own,Single-Family Home,Female,Public Transit,65128.0
39,Master'S,Others,3,Urban,18,Single,Self-Employed,2,Rent,Apartment,Male,Public Transit,99893.0
28,Master'S,Technology,5,Suburban,7,Married,Full-Time,3,Own,Single-Family Home,Female,Public Transit,68770.0
65,Bachelor'S,Finance,0,Urban,13,Married,Full-Time,2,Own,Single-Family Home,Male,Public Transit,66868.0
33,Bachelor'S,Healthcare,2,Urban,25,Single,Full-Time,5,Own,Single-Family Home,Female,Car,66600.0
50,High School,Healthcare,1,Urban,45,Single,Part-Time,2,Own,Single-Family Home,Female,Walking,69910.0
26,Doctorate,Education,4,Urban,24,Married,Part-Time,2,Own,Apartment,Male,Car,66516.0
23,High School,Technology,5,Urban,45,Married,Self-Employed,7,Own,Apartment,Male,Public Transit,70090.0
33,High School,Technology,3,Suburban,45,Married,Full-Time,2,Own,Apartment,Female,Car,73576.0
46,High School,Others,2,Urban,9,Single,Self-Employed,4,Own,Townhouse,Male,Biking,64964.0
20,Master'S,Education,2,Urban,31,Divorced,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,1063873.0
37,Bachelor'S,Education,3,Rural,14,Married,Self-Employed,5,Rent,Apartment,Female,Public Transit,69164.0
53,Bachelor'S,Others,0,Urban,3,Married,Full-Time,1,Rent,Single-Family Home,Female,Biking,70450.0
36,Doctorate,Education,2,Suburban,27,Married,Full-Time,7,Own,Apartment,Male,Car,74906.0
43,Master'S,Healthcare,1,Urban,3,Single,Full-Time,2,Own,Single-Family Home,Female,Public Transit,73946.0
20,Bachelor'S,Healthcare,4,Urban,12,Divorced,Full-Time,7,Own,Townhouse,Female,Public Transit,73820.0
36,High School,Finance,4,Rural,11,Single,Full-Time,2,Own,Single-Family Home,Female,Public Transit,1391677.0
37,Master'S,Finance,3,Suburban,14,Married,Full-Time,7,Own,Single-Family Home,Female,Car,66282.0
49,Master'S,Healthcare,2,Urban,28,Married,Full-Time,6,Rent,Townhouse,Male,Public Transit,75122.0
24,Bachelor'S,Education,4,Urban,22,Married,Part-Time,4,Rent,Single-Family Home,Male,Public Transit,68860.0
65,Bachelor'S,Finance,2,Urban,12,Married,Full-Time,3,Own,Single-Family Home,Male,Car,65288.0
58,High School,Others,3,Urban,37,Married,Full-Time,6,Rent,Townhouse,Male,Public Transit,974747.0
50,Master'S,Education,0,Rural,45,Divorced,Self-Employed,4,Own,Single-Family Home,Male,Car,65708.0
57,Bachelor'S,Others,4,Urban,34,Divorced,Full-Time,1,Own,Single-Family Home,Female,Biking,65766.0
56,Bachelor'S,Education,1,Urban,39,Single,Full-Time,6,Rent,Single-Family Home,Female,Public Transit,2323652.0
35,High School,Healthcare,5,Suburban,11,Single,Full-Time,2,Rent,Single-Family Home,Male,Public Transit,65822.0
57,Master'S,Healthcare,3,Suburban,29,Married,Part-Time,2,Rent,Apartment,Male,Car,58154.0
18,Bachelor'S,Education,5,Urban,45,Divorced,Full-Time,7,Rent,Apartment,Male,Public Transit,71792.0
28,High School,Education,0,Suburban,4,Married,Full-Time,5,Own,Apartment,Female,Biking,39006.0
45,Bachelor'S,Others,1,Urban,1,Single,Part-Time,3,Rent,Single-Family Home,Female,Public Transit,50966.0
42,Bachelor'S,Healthcare,5,Suburban,41,Married,Full-Time,5,Rent,Townhouse,Female,Biking,74538.0
65,Bachelor'S,Education,1,Urban,29,Single,Full-Time,3,Own,Apartment,Female,Walking,70206.0
40,Master'S,Healthcare,4,Rural,34,Married,Full-Time,6,Own,Apartment,Female,Public Transit,2890510.4000000004
48,Bachelor'S,Finance,2,Urban,9,Single,Full-Time,6,Own,Apartment,Female,Car,66452.0
47,Master'S,Others,3,Urban,8,Married,Full-Time,3,Own,Apartment,Female,Public Transit,1677649.0
59,High School,Healthcare,1,Urban,16,Divorced,Full-Time,6,Own,Single-Family Home,Female,Public Transit,69790.0
52,High School,Education,4,Suburban,37,Married,Self-Employed,3,Own,Apartment,Female,Biking,2890510.4000000004
24,High School,Healthcare,0,Suburban,29,Single,Full-Time,3,Own,Townhouse,Female,Public Transit,65184.0
33,Bachelor'S,Technology,1,Urban,40,Married,Full-Time,5,Own,Townhouse,Male,Public Transit,2657512.0
43,Bachelor'S,Healthcare,0,Urban,34,Single,Full-Time,2,Own,Single-Family Home,Female,Walking,68914.0
65,Master'S,Technology,3,Urban,6,Married,Full-Time,2,Own,Apartment,Male,Public Transit,72136.0
65,Master'S,Finance,4,Urban,11,Married,Full-Time,6,Own,Apartment,Male,Public Transit,71444.0
65,Bachelor'S,Technology,0,Urban,45,Married,Self-Employed,7,Own,Apartment,Male,Public Transit,242185.0
19,Doctorate,Healthcare,2,Urban,41,Divorced,Full-Time,5,Own,Single-Family Home,Female,Public Transit,73748.0
18,High School,Education,5,Urban,33,Single,Part-Time,6,Rent,Townhouse,Male,Car,36121.95
65,Master'S,Technology,0,Urban,45,Divorced,Self-Employed,4,Own,Single-Family Home,Female,Biking,68060.0
29,Bachelor'S,Technology,0,Rural,2,Single,Full-Time,7,Own,Single-Family Home,Female,Car,321241.0
22,Bachelor'S,Healthcare,4,Urban,32,Married,Part-Time,6,Rent,Townhouse,Female,Car,709613.0
54,Master'S,Finance,4,Urban,39,Single,Part-Time,1,Own,Apartment,Female,Car,73098.0
49,Bachelor'S,Technology,1,Urban,12,Single,Full-Time,3,Rent,Apartment,Male,Biking,168629.0
26,High School,Healthcare,5,Urban,10,Married,Full-Time,7,Own,Apartment,Female,Car,424392.0
58,Bachelor'S,Healthcare,0,Urban,39,Single,Full-Time,7,Rent,Single-Family Home,Female,Car,74676.0
52,Bachelor'S,Others,0,Urban,19,Single,Full-Time,7,Own,Apartment,Male,Public Transit,69756.0
36,Master'S,Healthcare,4,Urban,30,Single,Part-Time,5,Own,Townhouse,Male,Public Transit,67236.0
65,Bachelor'S,Others,2,Urban,32,Married,Part-Time,3,Own,Townhouse,Female,Walking,68754.0
33,Master'S,Education,4,Urban,33,Single,Part-Time,3,Rent,Townhouse,Female,Biking,410511.0
20,Bachelor'S,Education,2,Urban,45,Married,Full-Time,3,Rent,Single-Family Home,Male,Public Transit,1576578.0
37,Bachelor'S,Finance,5,Urban,45,Married,Self-Employed,5,Rent,Single-Family Home,Female,Car,70778.0
41,Master'S,Healthcare,4,Urban,8,Married,Full-Time,2,Own,Townhouse,Female,Public Transit,65736.0
50,Bachelor'S,Education,5,Urban,6,Single,Full-Time,4,Rent,Apartment,Male,Walking,243355.0
41,Doctorate,Education,3,Urban,8,Married,Part-Time,4,Own,Single-Family Home,Male,Public Transit,71478.0
65,Bachelor'S,Others,0,Urban,41,Married,Self-Employed,6,Own,Single-Family Home,Female,Biking,66494.0
28,Bachelor'S,Technology,5,Suburban,25,Married,Full-Time,5,Own,Apartment,Male,Public Transit,67960.0
65,High School,Education,2,Rural,1,Married,Part-Time,1,Rent,Townhouse,Male,Car,72844.0
25,Bachelor'S,Healthcare,3,Urban,4,Single,Full-Time,4,Own,Single-Family Home,Male,Walking,2890510.4000000004
53,High School,Technology,2,Urban,45,Married,Full-Time,4,Own,Townhouse,Female,Public Transit,155898.0
55,Master'S,Healthcare,1,Urban,1,Single,Full-Time,3,Own,Apartment,Male,Car,1067448.0
57,High School,Healthcare,1,Urban,9,Single,Full-Time,5,Own,Townhouse,Male,Car,67326.0
37,High School,Healthcare,0,Urban,30,Single,Full-Time,6,Own,Apartment,Male,Car,68582.0
52,High School,Technology,3,Urban,32,Married,Part-Time,6,Own,Single-Family Home,Female,Public Transit,73552.0
65,High School,Education,3,Suburban,43,Married,Full-Time,2,Own,Single-Family Home,Female,Biking,71192.0
42,Bachelor'S,Technology,1,Urban,45,Divorced,Part-Time,5,Rent,Apartment,Female,Car,950366.0
52,Master'S,Technology,0,Rural,5,Divorced,Part-Time,5,Rent,Single-Family Home,Male,Biking,113193.0
42,Master'S,Others,5,Urban,13,Divorced,Full-Time,4,Own,Apartment,Male,Car,2368468.0
46,Master'S,Finance,1,Urban,13,Single,Part-Time,7,Rent,Apartment,Female,Car,652296.0
35,Master'S,Education,3,Urban,14,Married,Part-Time,7,Rent,Single-Family Home,Female,Car,74836.0
63,High School,Finance,2,Urban,32,Married,Full-Time,7,Own,Single-Family Home,Female,Public Transit,69946.0
35,Master'S,Others,3,Rural,30,Married,Full-Time,3,Own,Single-Family Home,Male,Biking,2890510.4000000004
19,High School,Technology,0,Urban,16,Single,Self-Employed,7,Rent,Single-Family Home,Male,Biking,69554.0
52,Bachelor'S,Education,3,Urban,42,Single,Self-Employed,5,Own,Apartment,Female,Biking,66282.0
33,Bachelor'S,Healthcare,4,Urban,14,Married,Full-Time,2,Own,Apartment,Male,Biking,2890510.4000000004
58,High School,Others,3,Urban,19,Divorced,Self-Employed,3,Rent,Townhouse,Female,Car,663751.0
53,Master'S,Healthcare,4,Urban,45,Married,Part-Time,3,Rent,Townhouse,Male,Public Transit,2890510.4000000004
50,Bachelor'S,Healthcare,1,Urban,20,Single,Full-Time,2,Own,Townhouse,Female,Biking,75064.0
21,Master'S,Technology,5,Urban,28,Divorced,Self-Employed,2,Rent,Apartment,Female,Walking,2890510.4000000004
50,Bachelor'S,Finance,4,Rural,8,Single,Self-Employed,6,Own,Apartment,Female,Public Transit,2302264.0
31,High School,Education,3,Urban,28,Divorced,Full-Time,2,Own,Townhouse,Female,Biking,65910.0
38,Master'S,Finance,5,Urban,43,Married,Full-Time,5,Own,Single-Family Home,Male,Public Transit,291614.0
65,High School,Finance,5,Urban,33,Married,Self-Employed,6,Own,Townhouse,Female,Biking,1257727.0
37,Bachelor'S,Technology,3,Suburban,45,Married,Full-Time,3,Rent,Single-Family Home,Male,Public Transit,65544.0
25,High School,Technology,3,Urban,8,Married,Full-Time,6,Rent,Townhouse,Male,Car,302344.0
24,Bachelor'S,Technology,0,Rural,45,Married,Self-Employed,3,Own,Apartment,Female,Car,66970.0
20,Bachelor'S,Others,1,Urban,29,Single,Full-Time,1,Rent,Townhouse,Female,Biking,74584.0
34,Bachelor'S,Finance,4,Urban,16,Married,Part-Time,7,Own,Townhouse,Male,Car,71076.0
50,Doctorate,Others,2,Urban,3,Single,Full-Time,1,Own,Apartment,Female,Walking,74302.0
65,Master'S,Healthcare,4,Rural,39,Married,Full-Time,7,Rent,Single-Family Home,Male,Public Transit,2890510.4000000004
29,Master'S,Education,3,Urban,31,Married,Full-Time,1,Own,Apartment,Female,Public Transit,69444.0
65,Master'S,Healthcare,2,Urban,31,Single,Full-Time,6,Own,Apartment,Female,Car,75402.0
39,High School,Technology,2,Urban,6,Married,Full-Time,5,Own,Apartment,Male,Car,2890510.4000000004
39,Bachelor'S,Others,4,Urban,37,Married,Part-Time,6,Own,Apartment,Female,Biking,2771585.0
63,High School,Education,4,Urban,31,Married,Part-Time,5,Own,Single-Family Home,Male,Public Transit,2890510.4000000004
47,High School,Healthcare,4,Suburban,4,Single,Part-Time,2,Rent,Single-Family Home,Female,Car,131424.0
55,Doctorate,Healthcare,4,Rural,41,Married,Part-Time,5,Own,Single-Family Home,Female,Car,66776.0
55,Bachelor'S,Education,1,Rural,2,Single,Full-Time,3,Rent,Single-Family Home,Male,Car,1092686.0
62,Bachelor'S,Healthcare,0,Urban,19,Single,Self-Employed,3,Rent,Apartment,Male,Biking,1984216.0
65,High School,Education,0,Urban,16,Single,Full-Time,7,Own,Apartment,Male,Public Transit,2890510.4000000004
25,Bachelor'S,Finance,4,Urban,15,Single,Full-Time,6,Own,Townhouse,Male,Car,69116.0
44,High School,Education,0,Urban,10,Married,Part-Time,7,Own,Single-Family Home,Female,Public Transit,1884378.0
44,High School,Technology,4,Suburban,12,Married,Full-Time,4,Rent,Single-Family Home,Male,Public Transit,59242.0
51,High School,Technology,4,Urban,17,Married,Full-Time,4,Own,Apartment,Male,Public Transit,65782.0
38,Bachelor'S,Finance,4,Suburban,13,Married,Self-Employed,7,Own,Single-Family Home,Male,Public Transit,68102.0
47,Bachelor'S,Healthcare,5,Suburban,33,Married,Full-Time,5,Own,Townhouse,Male,Car,70618.0
50,High School,Others,1,Urban,11,Single,Part-Time,7,Rent,Single-Family Home,Female,Public Transit,68002.0
45,Master'S,Technology,3,Urban,21,Married,Self-Employed,6,Rent,Single-Family Home,Female,Public Transit,68984.0
64,High School,Healthcare,0,Urban,20,Married,Self-Employed,6,Rent,Single-Family Home,Male,Public Transit,2890510.4000000004
50,Bachelor'S,Healthcare,0,Urban,25,Single,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,2890510.4000000004
22,Doctorate,Healthcare,1,Urban,41,Married,Full-Time,5,Own,Single-Family Home,Female,Public Transit,72492.0
65,Bachelor'S,Finance,1,Rural,38,Married,Part-Time,2,Rent,Apartment,Male,Public Transit,1614050.0
36,Master'S,Technology,4,Urban,1,Single,Full-Time,2,Rent,Apartment,Male,Public Transit,708359.0
21,Master'S,Education,4,Urban,45,Single,Part-Time,4,Own,Apartment,Female,Biking,72356.0
52,Bachelor'S,Education,5,Suburban,45,Married,Part-Time,5,Rent,Apartment,Female,Public Transit,74404.0
65,Master'S,Others,5,Suburban,15,Married,Part-Time,4,Rent,Single-Family Home,Female,Car,66020.0
34,Master'S,Others,3,Suburban,33,Single,Part-Time,3,Own,Townhouse,Female,Car,74066.0
61,Bachelor'S,Technology,0,Urban,10,Married,Self-Employed,5,Rent,Single-Family Home,Female,Car,70822.0
45,High School,Technology,1,Urban,18,Married,Full-Time,1,Own,Single-Family Home,Male,Car,68752.0
47,Master'S,Finance,3,Urban,29,Single,Part-Time,3,Rent,Townhouse,Female,Public Transit,66010.0
46,Master'S,Finance,0,Urban,6,Married,Full-Time,5,Rent,Townhouse,Female,Public Transit,72678.0
63,High School,Education,3,Urban,26,Married,Full-Time,4,Rent,Apartment,Female,Car,69186.0
65,Bachelor'S,Healthcare,3,Urban,21,Single,Full-Time,6,Own,Apartment,Male,Car,68940.0
23,Master'S,Finance,4,Rural,16,Married,Part-Time,4,Own,Single-Family Home,Female,Biking,2890510.4000000004
52,Bachelor'S,Healthcare,3,Urban,14,Single,Self-Employed,4,Own,Single-Family Home,Female,Walking,68968.0
58,Bachelor'S,Healthcare,4,Urban,8,Single,Part-Time,5,Own,Townhouse,Female,Biking,69374.0
54,Master'S,Finance,0,Urban,11,Single,Full-Time,4,Own,Townhouse,Female,Biking,1509022.0
41,Bachelor'S,Technology,5,Urban,7,Divorced,Part-Time,7,Rent,Townhouse,Male,Public Transit,41463.0
46,Bachelor'S,Others,0,Urban,1,Married,Full-Time,7,Own,Single-Family Home,Female,Biking,427162.0
65,Master'S,Technology,4,Urban,45,Married,Part-Time,5,Rent,Single-Family Home,Male,Public Transit,2890510.4000000004
63,Master'S,Others,5,Rural,45,Married,Self-Employed,7,Own,Single-Family Home,Male,Public Transit,68144.0
65,Bachelor'S,Education,2,Urban,15,Single,Full-Time,5,Own,Apartment,Male,Car,2890510.4000000004
48,Bachelor'S,Finance,5,Urban,2,Married,Full-Time,4,Own,Apartment,Male,Car,376228.0
52,Bachelor'S,Education,3,Urban,45,Single,Full-Time,2,Rent,Single-Family Home,Male,Public Transit,875247.0
50,Doctorate,Healthcare,0,Urban,45,Married,Full-Time,2,Rent,Single-Family Home,Male,Public Transit,68108.0
65,High School,Education,3,Rural,30,Married,Part-Time,7,Own,Townhouse,Female,Car,347682.0
38,High School,Finance,5,Urban,42,Single,Full-Time,3,Own,Apartment,Male,Car,67886.0
49,Bachelor'S,Healthcare,2,Urban,25,Married,Full-Time,5,Own,Apartment,Female,Car,65588.0
40,Master'S,Technology,3,Urban,40,Married,Part-Time,4,Rent,Townhouse,Female,Public Transit,67420.0
50,High School,Healthcare,2,Suburban,45,Single,Self-Employed,6,Rent,Apartment,Male,Biking,2449031.0
20,High School,Healthcare,1,Urban,1,Married,Full-Time,7,Rent,Single-Family Home,Female,Car,2890510.4000000004
35,High School,Technology,2,Urban,29,Married,Full-Time,4,Own,Apartment,Female,Public Transit,70094.0
42,Master'S,Others,0,Urban,12,Married,Full-Time,4,Rent,Townhouse,Female,Car,2890510.4000000004
59,High School,Education,5,Rural,36,Single,Full-Time,2,Own,Single-Family Home,Female,Walking,282378.0
48,Bachelor'S,Technology,4,Suburban,13,Married,Full-Time,1,Own,Apartment,Female,Walking,2890510.4000000004
20,Bachelor'S,Others,4,Urban,0,Divorced,Self-Employed,6,Own,Apartment,Female,Public Transit,66266.0
57,Master'S,Technology,3,Suburban,31,Married,Full-Time,5,Own,Townhouse,Male,Walking,73716.0
63,Bachelor'S,Technology,5,Urban,5,Married,Full-Time,3,Own,Townhouse,Female,Walking,65108.0
41,High School,Healthcare,1,Urban,21,Single,Full-Time,3,Own,Apartment,Female,Public Transit,71940.0
65,Bachelor'S,Technology,3,Urban,10,Single,Self-Employed,7,Own,Apartment,Male,Public Transit,72684.0
49,Doctorate,Education,2,Suburban,45,Divorced,Full-Time,3,Rent,Apartment,Male,Car,67978.0
64,Bachelor'S,Technology,4,Urban,22,Single,Part-Time,5,Own,Single-Family Home,Female,Public Transit,67578.0
39,Doctorate,Finance,2,Suburban,13,Divorced,Part-Time,5,Own,Apartment,Female,Biking,72694.0
40,Master'S,Technology,4,Urban,13,Single,Self-Employed,3,Rent,Townhouse,Female,Public Transit,72422.0
19,High School,Healthcare,4,Suburban,19,Single,Full-Time,3,Own,Single-Family Home,Male,Public Transit,2890510.4000000004
44,Bachelor'S,Others,4,Urban,6,Single,Full-Time,4,Rent,Apartment,Female,Public Transit,284787.0
59,High School,Technology,5,Urban,18,Married,Part-Time,6,Rent,Apartment,Male,Biking,70208.0
19,Bachelor'S,Others,0,Urban,25,Married,Part-Time,1,Own,Single-Family Home,Female,Public Transit,65090.0
43,High School,Technology,5,Urban,21,Divorced,Part-Time,2,Rent,Single-Family Home,Female,Public Transit,70148.0
34,Bachelor'S,Healthcare,2,Urban,5,Single,Part-Time,5,Own,Apartment,Male,Car,205795.0
57,Master'S,Technology,5,Urban,12,Single,Part-Time,1,Own,Single-Family Home,Male,Public Transit,70734.0
50,High School,Technology,3,Rural,9,Married,Self-Employed,3,Own,Single-Family Home,Female,Public Transit,901570.0
26,Master'S,Healthcare,1,Urban,18,Married,Self-Employed,7,Own,Apartment,Female,Biking,75218.0
60,High School,Technology,3,Urban,30,Single,Full-Time,6,Own,Apartment,Female,Public Transit,70914.0
65,High School,Technology,5,Urban,9,Single,Full-Time,3,Own,Townhouse,Female,Car,71622.0
56,Master'S,Technology,2,Urban,36,Single,Part-Time,3,Own,Single-Family Home,Male,Public Transit,70644.0
46,Bachelor'S,Healthcare,1,Urban,12,Married,Full-Time,3,Rent,Single-Family Home,Male,Biking,467216.0
59,Master'S,Technology,3,Suburban,16,Married,Full-Time,4,Rent,Apartment,Male,Public Transit,501533.0
43,High School,Healthcare,1,Urban,4,Married,Full-Time,5,Own,Townhouse,Male,Public Transit,68376.0
52,Bachelor'S,Education,2,Suburban,20,Single,Self-Employed,3,Rent,Townhouse,Male,Public Transit,2890510.4000000004
65,Master'S,Healthcare,4,Urban,38,Married,Full-Time,3,Own,Single-Family Home,Female,Public Transit,74106.0
42,Bachelor'S,Healthcare,2,Rural,19,Single,Self-Employed,5,Own,Single-Family Home,Female,Public Transit,66726.0
41,Bachelor'S,Education,0,Urban,6,Single,Full-Time,2,Rent,Single-Family Home,Female,Public Transit,70402.0
30,Doctorate,Healthcare,1,Urban,14,Married,Part-Time,4,Rent,Townhouse,Female,Car,69972.0
24,Bachelor'S,Education,2,Urban,14,Married,Full-Time,4,Rent,Townhouse,Male,Car,293587.0
53,Master'S,Others,4,Rural,22,Single,Full-Time,7,Rent,Townhouse,Female,Car,649595.0
62,Master'S,Technology,4,Urban,32,Divorced,Self-Employed,7,Own,Apartment,Male,Walking,74830.0
37,Master'S,Technology,2,Urban,43,Married,Self-Employed,1,Rent,Single-Family Home,Male,Car,74898.0
18,High School,Others,3,Urban,1,Single,Full-Time,4,Rent,Single-Family Home,Female,Public Transit,74538.0
25,Bachelor'S,Others,2,Rural,45,Married,Part-Time,7,Rent,Apartment,Male,Public Transit,67276.0
63,Master'S,Others,4,Urban,31,Married,Part-Time,7,Own,Apartment,Female,Car,2890510.4000000004
33,High School,Healthcare,2,Urban,14,Married,Full-Time,1,Rent,Apartment,Male,Car,70712.0
31,High School,Technology,0,Suburban,6,Divorced,Full-Time,2,Own,Townhouse,Female,Car,67356.0
29,Bachelor'S,Finance,3,Suburban,8,Married,Part-Time,5,Own,Apartment,Female,Car,910400.0
65,High School,Finance,2,Suburban,27,Single,Full-Time,3,Rent,Townhouse,Female,Car,66350.0
40,Master'S,Technology,4,Rural,21,Married,Full-Time,6,Rent,Apartment,Male,Public Transit,345839.0
32,Master'S,Healthcare,2,Urban,2,Married,Self-Employed,1,Own,Apartment,Female,Car,2890510.4000000004
45,Bachelor'S,Others,2,Urban,41,Married,Full-Time,7,Own,Apartment,Male,Biking,66772.0
51,High School,Technology,1,Urban,1,Single,Full-Time,7,Rent,Single-Family Home,Male,Public Transit,66310.0
19,Master'S,Education,2,Suburban,21,Divorced,Self-Employed,6,Own,Single-Family Home,Female,Car,69952.0
49,Bachelor'S,Education,0,Suburban,24,Married,Full-Time,6,Rent,Apartment,Male,Car,92572.0
40,Doctorate,Education,4,Rural,24,Married,Part-Time,4,Rent,Townhouse,Male,Public Transit,67370.0
39,Bachelor'S,Healthcare,5,Urban,31,Married,Full-Time,7,Own,Townhouse,Male,Car,71170.0
65,Bachelor'S,Education,1,Urban,43,Married,Self-Employed,6,Own,Apartment,Male,Car,65068.0
