index,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,revol_util,application_type,pub_rec_bankruptcies
159,13250,36,17.27,474.19,D,the reis group,10+ Years,Rent,52000.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,23.7,0.0,91.5,Individual,0.0
160,12000,36,11.71,396.92,B,PwC,3 Years,Rent,92500.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,15.97,0.0,56.2,Individual,0.0
161,25000,36,9.91,805.63,B,City & County of San Francisco,9 Years,Rent,61000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,10.35,0.0,49.4,Individual,0.0
162,12000,36,7.51,373.33,A,Pilot Fregith Services,10+ Years,Mortgage,68000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,7.08,0.0,55.6,Individual,0.0
163,14400,36,11.71,476.3,B,Louis Vuitton,1 Year,Rent,80000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,16.35,0.0,48.4,Individual,0.0
164,10000,36,12.42,334.16,B,The University Club,10+ Years,Rent,43000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,11.58,0.0,65.5,Individual,0.0
165,8000,36,11.71,264.61,B,Draft FCB,1 Year,Rent,150000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,2.48,1.0,56.2,Individual,0.0
166,30000,60,12.42,673.72,B,,3 Years,Rent,70000.0,Source Verified,Charged Off,s,Small_Business,Tx,0.94,0.0,3.2,Individual,0.0
167,18000,60,16.77,445.13,D,Old Republic Home Protection,6 Years,Own,40000.0,Not Verified,Charged Off,s,Home_Improvement,Ca,18.42,0.0,73.4,Individual,0.0
168,14000,36,14.27,480.33,C,Raytheon,6 Years,Rent,80000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,16.21,0.0,96.2,Individual,0.0
169,10000,36,16.29,353.01,D,crown plaza manhattan,10+ Years,Rent,40000.0,Verified,Fully Paid,s,Credit_Card,Ny,24.39,0.0,96.4,Individual,0.0
170,35000,60,20.3,619.88,E,Prospect Transportation Inc.,5 Years,Rent,85000.0,Verified,Fully Paid,s,Debt_Consolidation,Nj,20.16,0.0,74.5,Individual,0.0
171,13000,36,9.91,418.93,B,City of Capitola,6 Years,Rent,110000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,8.38,0.0,81.3,Individual,0.0
172,18000,36,9.91,580.05,B,AH Interiors Inc.,5 Years,Rent,110000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,10.0,0.0,62.5,Individual,0.0
173,9000,60,19.91,238.0,E,Responsive Learning Technologies,3 Years,Rent,60000.0,Verified,Charged Off,s,Credit_Card,Ca,22.56,0.0,91.1,Individual,0.0
174,25000,60,18.64,643.58,E,KINGS COUNTY DISTRICT ATTORNEY'S OFFICE,10+ Years,Rent,61500.0,Verified,Charged Off,s,Debt_Consolidation,Ny,12.6,1.0,60.8,Individual,0.0
175,10000,36,11.71,330.76,B,Americare,3 Years,Rent,33000.0,Not Verified,Fully Paid,s,Other,Ny,8.69,0.0,88.3,Individual,0.0
176,4200,36,6.03,127.83,A,Fisher Scientific,3 Years,Rent,61000.0,Not Verified,Fully Paid,s,Credit_Card,Nj,8.92,0.0,12.9,Individual,0.0
177,20000,60,15.27,478.64,C,Level 3 Communications,10+ Years,Own,78216.0,Verified,Charged Off,s,Debt_Consolidation,Ca,10.79,0.0,80.3,Individual,0.0
178,20000,60,14.65,472.14,C,Micro/Sys,2 Years,Mortgage,56000.0,Verified,Fully Paid,s,Credit_Card,Ca,12.15,0.0,59.9,Individual,0.0
179,12000,36,12.42,400.99,B,Newark Public Schools,5 Years,Rent,50700.0,Source Verified,Fully Paid,s,Credit_Card,Nj,22.49,0.0,80.8,Individual,0.0
180,18000,60,19.03,467.23,E,institute for family health,3 Years,Rent,90000.0,Source Verified,Fully Paid,s,Credit_Card,Ny,11.32,0.0,85.2,Individual,0.0
181,10000,36,13.49,339.31,C,Patriot General,3 Years,Rent,84000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,13.87,0.0,68.7,Individual,0.0
182,20000,60,10.65,290.64,B,The Woodlands Financial Group,2 Years,Mortgage,175000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,5.23,0.0,34.1,Individual,0.0
183,6300,36,11.71,208.38,B,Above the Title Ent.,2 Years,Rent,30000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,7.2,0.0,84.3,Individual,0.0
184,20000,60,16.77,494.59,D,Chester Mental Health Center,7 Years,Rent,50000.0,Verified,Fully Paid,s,Credit_Card,Il,22.82,0.0,56.7,Individual,0.0
185,8250,60,15.96,200.45,C,VW of Orchard Park,2 Years,Mortgage,35004.0,Verified,Fully Paid,s,Home_Improvement,Ny,15.6,2.0,7.7,Individual,0.0
186,10000,36,11.71,330.76,B,chevron station,5 Years,Rent,32000.0,Not Verified,Charged Off,s,Credit_Card,Fl,21.83,0.0,59.6,Individual,0.0
187,24000,36,8.9,762.08,A,Tech Data Corp,10+ Years,Mortgage,116400.0,Verified,Charged Off,s,Car,Fl,3.94,0.0,8.1,Individual,0.0
188,14400,36,12.69,483.05,B,City of Mattoon ,9 Years,Mortgage,40000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,20.16,0.0,79.5,Individual,0.0
189,22000,36,15.96,773.03,C,Walgreen Co,5 Years,Mortgage,73000.0,Verified,Fully Paid,s,Debt_Consolidation,Il,22.47,0.0,85.1,Individual,0.0
190,10000,36,10.65,325.74,B,giorgio  armani,10+ Years,Mortgage,90000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,11.16,0.0,59.4,Individual,0.0
191,3500,36,13.49,118.76,C,cardinal logistics,7 Years,Rent,56000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,10.35,0.0,54.2,Individual,0.0
192,9875,36,7.9,309.0,A,Areres Bais Yaakov,10+ Years,Mortgage,40000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,24.03,0.0,63.7,Individual,0.0
193,4800,36,7.9,150.2,A,United States Air Force,6 Years,Rent,48000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Fl,13.0,0.0,26.0,Individual,0.0
194,20000,36,14.27,686.18,C,Total Document Solutions Inc.,10+ Years,Mortgage,70000.0,Verified,Fully Paid,s,Credit_Card,Tx,6.21,0.0,89.0,Individual,0.0
195,5000,36,6.03,152.18,A,m.s.c.z. inc earthwize recycling,9 Years,Mortgage,30000.0,Not Verified,Fully Paid,s,Other,Ca,16.48,0.0,25.6,Individual,0.0
196,9000,36,14.65,310.45,C,st catherine of siena,4 Years,Rent,45000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,17.01,1.0,50.0,Individual,1.0
197,7200,36,7.9,225.29,A,Medivantix Technologies,1 Year,Rent,55000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,11.98,0.0,46.1,Individual,0.0
198,3000,60,19.03,77.88,E,AT and T,3 Years,Rent,53004.0,Source Verified,Charged Off,s,Other,Fl,10.73,1.0,79.4,Individual,0.0
199,25000,60,19.42,654.31,E,San Francisco Public Library,10+ Years,Rent,60000.0,Verified,Charged Off,s,Credit_Card,Ca,20.04,0.0,94.9,Individual,0.0
200,25000,36,15.27,869.95,C,Chaffey Joint Union High School District,8 Years,Own,82000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,18.5,0.0,70.6,Individual,0.0
201,10000,36,15.96,351.38,C,postal service,10+ Years,Rent,53000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,13.09,0.0,77.2,Individual,0.0
202,15550,36,11.71,514.34,B,U.S. Postal Service,10+ Years,Rent,54000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,23.36,0.0,89.8,Individual,0.0
203,17000,60,15.27,406.85,C,emeroson animal hospital,8 Years,Rent,65000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,16.84,0.0,62.7,Individual,0.0
204,7500,36,12.69,251.59,B,AMS Design Inc.,5 Years,Rent,65000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,4.41,0.0,35.5,Individual,0.0
205,8875,36,8.9,281.81,A,Morongo Band of Mission Indians,6 Years,Own,28800.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,24.29,0.0,69.5,Individual,0.0
206,5800,36,12.42,193.81,B,Mish Mash Inc,3 Years,Rent,36000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,21.67,0.0,66.9,Individual,0.0
207,10000,36,11.71,330.76,B,Simms metal management,2 Years,Rent,40000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,22.26,0.0,47.4,Individual,0.0
208,14000,36,11.71,463.07,B,Thomas Wirig Doll,1 Year,Rent,52000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,12.97,0.0,57.9,Individual,0.0
209,24000,36,7.9,750.97,A,Carrollton School,6 Years,Own,75000.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,10.58,0.0,45.0,Individual,0.0
210,14000,36,14.27,480.33,C,Swiss Re Holding Corporation of America,< 1 Year,Rent,80000.0,Not Verified,Fully Paid,s,Credit_Card,Ny,3.3,0.0,59.0,Individual,0.0
211,15000,60,12.69,338.93,B,Pkm Panel Systems Corp.,3 Years,Own,30000.0,Verified,Charged Off,s,Debt_Consolidation,Nj,24.76,0.0,65.7,Individual,0.0
212,5600,36,10.65,182.42,B,ECR Inc,6 Years,Rent,60000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,16.36,1.0,12.4,Individual,1.0
213,7500,36,9.91,241.69,B,TechMD,3 Years,Rent,31200.0,Not Verified,Fully Paid,s,Credit_Card,Ca,12.35,0.0,57.3,Individual,0.0
214,35000,60,12.42,619.26,B,United States Air Force,9 Years,Mortgage,105000.0,Verified,Fully Paid,s,Home_Improvement,Tx,16.53,0.0,25.0,Individual,0.0
215,9800,36,16.29,345.95,D,Gladding & Michel Inc.,4 Years,Rent,67000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,21.01,0.0,44.9,Individual,0.0
216,15700,60,18.25,400.82,D,"CDC Builders, Inc.",10+ Years,Mortgage,63000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Fl,17.43,0.0,63.0,Individual,0.0
217,5000,36,6.62,153.52,A,STRAIGHT LINE LOGISTICS,1 Year,Rent,248003.72,Source Verified,Fully Paid,s,Debt_Consolidation,Fl,1.82,0.0,56.0,Individual,0.0
218,4000,36,11.71,132.31,B,,10+ Years,Rent,24000.0,Source Verified,Fully Paid,s,Home_Improvement,Fl,7.5,1.0,54.9,Individual,0.0
219,15000,36,11.71,496.14,B,Santa Rosa County School Board,3 Years,Mortgage,68400.0,Source Verified,Fully Paid,s,Debt_Consolidation,Fl,5.7,0.0,82.2,Individual,0.0
220,12000,36,15.27,417.58,C,Lifecell,4 Years,Mortgage,54000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Nj,17.07,0.0,61.0,Individual,0.0
221,15000,36,14.65,517.42,C,U.S Coast Guard,10+ Years,Mortgage,100500.0,Source Verified,Fully Paid,s,Credit_Card,Nj,14.56,0.0,74.3,Individual,0.0
222,10200,36,14.27,349.96,C,Hopland Shokawah Casino,3 Years,Rent,40000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,16.53,0.0,80.6,Individual,0.0
223,9000,36,12.42,300.74,B,Central Florida Testing Laboratories,5 Years,Mortgage,47000.0,Not Verified,Fully Paid,s,Credit_Card,Fl,19.1,0.0,47.2,Individual,0.0
224,6500,36,16.29,229.46,D,DEI Services Corp a Kratos Co,3 Years,Mortgage,68000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,21.85,0.0,92.4,Individual,0.0
225,2000,36,7.9,62.59,A,Jpmorgan Chase,4 Years,Rent,39600.0,Not Verified,Fully Paid,s,Credit_Card,Ca,5.09,0.0,79.2,Individual,0.0
226,8000,36,13.49,271.45,C,The Home Depot,3 Years,Own,30000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,14.48,0.0,44.1,Individual,0.0
227,20000,60,14.65,399.55,C,Macy's,10+ Years,Rent,75000.0,Verified,Charged Off,s,Debt_Consolidation,Ca,16.51,0.0,74.9,Individual,0.0
228,9600,36,13.49,325.74,C,Finch Paper,3 Years,Mortgage,27000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,10.22,0.0,84.9,Individual,0.0
229,9000,36,6.62,276.34,A,Qualcomm,3 Years,Mortgage,45000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,22.05,0.0,44.0,Individual,0.0
230,10000,36,7.9,312.91,A,CITCO Fund Services,2 Years,Rent,72500.0,Verified,Fully Paid,s,Credit_Card,Ny,26.26,0.0,69.1,Individual,0.0
231,1200,36,14.65,39.1449,C,,10+ Years,Rent,18408.0,Not Verified,Charged Off,s,Major_Purchase,Nj,6.0,0.0,83.7,Individual,1.0
232,14000,36,7.9,438.07,A,Mineral Wells ISD,2 Years,Rent,30000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Tx,15.2,0.0,62.3,Individual,0.0
233,15000,60,19.03,389.36,E,JP Morgan Chase,9 Years,Rent,75000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Fl,2.82,0.0,75.9,Individual,0.0
234,4500,36,15.96,158.12,C,M and T Bank,5 Years,Mortgage,65000.0,Not Verified,Fully Paid,s,Other,Ny,14.66,0.0,76.6,Individual,0.0
235,3000,36,7.51,93.34,A,northstar fire protection,10+ Years,Mortgage,65000.0,Not Verified,Fully Paid,s,Major_Purchase,Tx,26.26,0.0,56.0,Individual,0.0
236,10000,36,9.91,322.25,B,Borgata Hotel and casino,4 Years,Mortgage,120000.0,Source Verified,Fully Paid,s,Home_Improvement,Nj,7.98,0.0,68.1,Individual,0.0
237,33425,60,13.49,475.63,C,Travelers insurance,2 Years,Mortgage,75000.0,Source Verified,Charged Off,s,Debt_Consolidation,Ny,25.71,0.0,50.5,Individual,0.0
238,7200,36,15.27,250.55,C,Department of Veterans Affairs,4 Years,Rent,54990.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,20.95,0.0,96.0,Individual,0.0
239,23000,36,7.9,719.68,A,Providence Health Network,2 Years,Mortgage,137000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Tx,8.13,0.0,60.8,Individual,0.0
240,20000,60,16.77,494.59,D,US Postal Service,10+ Years,Rent,60000.0,Verified,Charged Off,s,Debt_Consolidation,Ca,9.46,0.0,41.0,Individual,0.0
241,6000,60,17.58,151.0,D,Miguel Rodriguez Agency,3 Years,Rent,30120.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,15.54,0.0,80.6,Individual,0.0
242,13000,36,9.91,418.93,B,United Airlines,10+ Years,Rent,65000.0,Verified,Fully Paid,s,Credit_Card,Ca,8.82,0.0,75.9,Individual,0.0
243,18000,36,6.62,552.67,A,"Fortress Analytics, Inc.",2 Years,Mortgage,78000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Tx,6.35,0.0,25.0,Individual,0.0
244,8125,36,7.9,254.24,A,Small Wonders Big Ideas Family,< 1 Year,Rent,25000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Il,24.34,0.0,63.6,Individual,0.0
245,18800,36,7.51,584.89,A,"Park West Landscape, Inc.",3 Years,Mortgage,82000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,13.76,1.0,17.3,Individual,0.0
246,26800,36,19.03,933.1337,E,At&T,10+ Years,Mortgage,82000.0,Source Verified,Fully Paid,s,Credit_Card,Ca,21.59,0.0,98.0,Individual,0.0
247,12875,60,17.58,213.28,D,SALTER LABS,3 Years,Rent,27600.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,18.7,0.0,86.1,Individual,0.0
248,4000,36,16.29,141.21,D,National Bank of California,4 Years,Rent,35000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,9.22,0.0,83.5,Individual,0.0
249,12000,36,9.91,386.7,B,MILLENNIUM BILTMORE HOTEL,10+ Years,Own,33000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,18.8,0.0,74.9,Individual,0.0
250,11300,36,12.69,379.06,B,California Pizza Kitchen,7 Years,Mortgage,36000.0,Not Verified,Fully Paid,s,Credit_Card,Fl,16.33,0.0,74.7,Individual,0.0
251,4000,36,9.91,128.9,B,California Department of Corrections ,10+ Years,Mortgage,130000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,10.05,0.0,85.0,Individual,0.0
252,4375,36,12.42,146.2,B,North Coast ag systems,2 Years,Own,15000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,13.92,0.0,74.9,Individual,0.0
253,3000,36,10.65,97.72,B,ADP,10+ Years,Mortgage,86004.0,Not Verified,Charged Off,s,Other,Nj,13.37,0.0,64.6,Individual,0.0
254,5400,36,12.69,181.15,B,Ericsson,10+ Years,Mortgage,75000.0,Not Verified,Fully Paid,s,Car,Tx,8.8,0.0,68.7,Individual,0.0
255,15000,36,16.29,529.51,D,Bentall Kennedy,1 Year,Rent,110000.0,Verified,Charged Off,s,Small_Business,Tx,21.99,2.0,84.1,Individual,0.0
256,10400,36,12.69,348.87,B,Nasoft USA,4 Years,Rent,44000.0,Source Verified,Fully Paid,s,Credit_Card,Ca,19.91,0.0,90.1,Individual,0.0
257,10000,36,6.62,307.04,A,Beckman coulter,4 Years,Rent,75000.0,Verified,Fully Paid,s,Home_Improvement,Fl,24.85,0.0,5.9,Individual,0.0
258,3600,36,8.9,114.32,A,,10+ Years,Rent,55000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,5.48,0.0,65.9,Individual,0.0
259,18500,60,11.71,292.81,B,Cisco System Inc.,2 Years,Rent,100000.0,Verified,Fully Paid,s,Major_Purchase,Ca,0.72,0.0,10.4,Individual,0.0
260,15000,36,18.25,544.17,D,Catholic Healthcare West,10+ Years,Mortgage,66000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,8.49,2.0,89.1,Individual,0.0
261,8000,36,11.71,264.61,B,jpmorgan chase,8 Years,Rent,85000.0,Source Verified,Fully Paid,s,Major_Purchase,Nj,10.22,0.0,35.7,Individual,0.0
262,25000,60,16.77,443.89,D,Chase Bank,1 Year,Rent,83004.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,13.66,0.0,82.9,Individual,0.0
263,8000,36,10.65,260.59,B,Contractor's Cargo,2 Years,Rent,55000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,11.56,0.0,15.7,Individual,0.0
264,12000,36,7.51,373.33,A,companion hospice,4 Years,Rent,86000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,13.3,0.0,51.8,Individual,0.0
265,2200,36,15.27,76.56,C,Regent care center,10+ Years,Own,48000.0,Not Verified,Charged Off,s,Debt_Consolidation,Tx,5.47,0.0,83.7,Individual,0.0
266,20000,60,12.69,451.9,B,,10+ Years,Rent,49000.0,Verified,Fully Paid,s,Other,Ny,17.78,0.0,66.9,Individual,0.0
267,25000,60,19.42,654.31,E,hudson national golf club,10+ Years,Rent,105000.0,Verified,Charged Off,s,Credit_Card,Ny,21.13,0.0,85.3,Individual,0.0
268,8000,60,8.9,165.68,A,St. Johnland,1 Year,Rent,51204.0,Not Verified,Charged Off,s,Debt_Consolidation,Ny,25.12,0.0,37.6,Individual,0.0
269,14400,36,15.27,501.09,C,3 mile harbor boatyard,2 Years,Rent,42996.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,0.98,0.0,7.7,Individual,0.0
270,20000,60,19.03,355.62,E,,5 Years,Rent,60000.0,Verified,Fully Paid,s,Credit_Card,Ca,18.06,0.0,97.4,Individual,0.0
271,14050,36,8.9,446.14,A,Everest Entertainment,3 Years,Mortgage,120000.0,Verified,Fully Paid,s,Major_Purchase,Ny,2.21,0.0,18.8,Individual,0.0
272,35000,60,20.3,619.88,E,The Crexent Business Centers,3 Years,Own,85000.0,Verified,Charged Off,s,Debt_Consolidation,Fl,16.39,0.0,76.5,Individual,0.0
273,10525,36,7.9,329.33,A,Pasadena city college,4 Years,Rent,49668.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,7.27,0.0,68.9,Individual,0.0
274,7200,36,15.96,252.99,C,Harrah's Resort,2 Years,Rent,30000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Nj,5.2,0.0,94.2,Individual,0.0
275,12000,36,11.71,396.92,B,Weiss Memorial Hospital,5 Years,Mortgage,100000.0,Not Verified,Fully Paid,s,Credit_Card,Il,6.58,0.0,79.6,Individual,0.0
276,9500,36,16.29,335.36,D,US Postal Service,10+ Years,Rent,54011.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,18.51,0.0,79.5,Individual,0.0
277,19775,36,12.42,660.79,B,Bank of America,2 Years,Rent,49110.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,17.57,0.0,61.1,Individual,0.0
278,16000,36,10.65,521.18,B,PALA CASINO AND RESORT,9 Years,Mortgage,55000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,13.33,0.0,89.7,Individual,0.0
279,4150,36,10.65,135.18,B,Cloudmark,4 Years,Rent,100000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,1.99,0.0,25.0,Individual,0.0
280,24000,36,16.77,852.93,D,good samaritan hospital,6 Years,Rent,70000.0,Verified,Fully Paid,s,Credit_Card,Ca,12.57,0.0,91.2,Individual,0.0
281,21250,36,12.42,710.08,B,SHOWBOAT CASINO,5 Years,Rent,37000.0,Verified,Charged Off,s,Other,Nj,14.27,0.0,69.3,Individual,0.0
282,25000,60,18.25,638.25,D,US Bank,< 1 Year,Mortgage,75000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,10.58,0.0,72.0,Individual,0.0
283,15000,36,11.71,496.14,B,Chase Investments Services Corp.,< 1 Year,Rent,60000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,8.86,0.0,70.8,Individual,0.0
284,20000,60,13.49,460.1,C,seminole hard rock,3 Years,Rent,68000.0,Verified,Fully Paid,s,Credit_Card,Fl,9.09,0.0,79.3,Individual,0.0
285,3600,36,15.96,126.5,C,Lawrence Hospital,3 Years,Rent,40000.0,Source Verified,Fully Paid,s,Moving,Ny,12.78,0.0,52.2,Individual,0.0
286,6000,60,19.03,155.75,E,tian shan trading,5 Years,Own,31000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,20.13,0.0,93.0,Individual,0.0
287,15000,36,15.27,521.97,C,Hudson Hotel,10+ Years,Rent,60000.0,Verified,Charged Off,s,Debt_Consolidation,Ny,10.72,0.0,75.2,Individual,0.0
288,12000,60,18.25,306.36,D,Kaiser Permanente,3 Years,Rent,43000.0,Verified,Fully Paid,s,Credit_Card,Ca,15.24,0.0,45.4,Individual,0.0
289,4000,36,12.69,134.18,B,publix,6 Years,Rent,30000.0,Not Verified,Charged Off,s,Home_Improvement,Fl,17.6,0.0,5.5,Individual,0.0
290,13000,36,10.65,423.46,B,Bay Area Women's Care,10+ Years,Mortgage,50000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Fl,20.11,0.0,40.6,Individual,0.0
291,5000,36,15.96,175.69,C,DST Inc,7 Years,Own,98000.0,Source Verified,Fully Paid,s,Credit_Card,Ca,19.63,0.0,53.3,Individual,0.0
292,8000,36,7.9,250.33,A,lakeshore,10+ Years,Rent,32400.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ca,7.56,0.0,34.1,Individual,0.0
293,20000,60,9.91,424.06,B,RALLYE BMW,10+ Years,Mortgage,114996.0,Verified,Fully Paid,s,Debt_Consolidation,Ny,11.19,0.0,15.4,Individual,0.0
294,13000,60,20.99,370.38,G,Garren New York ,10+ Years,Rent,61000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ny,11.65,0.0,92.1,Individual,0.0
295,24000,60,17.58,603.98,D,Department of Defense,5 Years,Rent,68809.0,Verified,Charged Off,s,Debt_Consolidation,Fl,21.29,0.0,25.3,Individual,0.0
296,11200,36,12.42,374.26,B,myrvpartsplace.com,3 Years,Rent,75000.0,Not Verified,Charged Off,s,Car,Ca,22.88,0.0,74.4,Individual,0.0
297,7000,36,10.65,228.02,B,Miller & Wright Architects,3 Years,Rent,52000.0,Not Verified,Fully Paid,s,Other,Ny,18.16,0.0,94.8,Individual,0.0
298,8000,36,6.03,243.49,A,TOGETHER WE GROW,6 Years,Rent,57600.0,Source Verified,Fully Paid,s,House,Ca,11.52,0.0,12.4,Individual,0.0
299,22500,60,16.77,556.41,D,Exact Software North America,4 Years,Rent,48500.0,Verified,Fully Paid,s,Credit_Card,Ca,10.91,0.0,84.5,Individual,0.0
300,22000,36,14.65,758.88,C,Navteq,< 1 Year,Rent,58000.0,Verified,Fully Paid,s,Debt_Consolidation,Il,12.1,0.0,92.3,Individual,0.0
301,5000,36,8.9,158.77,A,,10+ Years,Mortgage,70000.0,Source Verified,Fully Paid,s,Other,Ca,16.17,1.0,53.0,Individual,0.0
302,5000,36,11.71,165.38,B,AEG LIVE,4 Years,Rent,35000.0,Not Verified,Fully Paid,s,Car,Ca,4.01,0.0,61.8,Individual,0.0
303,12000,36,14.27,411.71,C,vogue beauty salon,2 Years,Rent,28000.0,Source Verified,Charged Off,s,Credit_Card,Ca,8.49,0.0,68.5,Individual,0.0
304,28000,36,7.9,876.13,A,North Fork Holdings,4 Years,Mortgage,118000.0,Verified,Charged Off,s,Home_Improvement,Il,5.29,0.0,24.8,Individual,0.0
305,5000,36,12.42,167.08,B,Sunday Night Life,< 1 Year,Rent,40000.0,Not Verified,Fully Paid,s,Wedding,Fl,22.59,0.0,82.3,Individual,0.0
306,8400,36,6.62,257.92,A,Hoel Palomar,2 Years,Rent,25000.0,Source Verified,Fully Paid,s,Debt_Consolidation,Ca,11.86,0.0,36.1,Individual,0.0
307,7000,36,10.65,228.02,B,kaiser permanente,10+ Years,Mortgage,36000.0,Verified,Fully Paid,s,Debt_Consolidation,Ca,24.0,0.0,72.8,Individual,0.0
308,18550,60,19.42,303.6,E,kwikmen trucking,2 Years,Rent,45000.0,Verified,Fully Paid,s,Debt_Consolidation,Il,21.68,0.0,65.9,Individual,1.0
309,12000,60,14.65,226.63,C,Dune Management,3 Years,Rent,65000.0,Not Verified,Fully Paid,s,Debt_Consolidation,Ny,14.44,0.0,47.8,Individual,0.0
310,8575,36,17.58,308.21,D,,10+ Years,Mortgage,32000.0,Verified,Charged Off,s,Debt_Consolidation,Fl,22.54,0.0,89.9,Individual,0.0
311,8000,36,11.71,264.61,B,Owens Illinois,10+ Years,Rent,70000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,20.21,0.0,92.1,Individual,0.0
312,25000,36,11.71,826.9,B,Miami-Dade County,8 Years,Mortgage,76896.0,Verified,Fully Paid,s,Debt_Consolidation,Fl,13.9,0.0,76.0,Individual,0.0
313,2000,36,9.91,64.45,B,self employed,10+ Years,Rent,24000.0,Not Verified,Fully Paid,s,Other,Il,13.5,0.0,64.2,Individual,1.0
314,16800,36,14.65,579.51,C,Harmony School of Excellence,2 Years,Rent,60000.0,Verified,Fully Paid,s,Credit_Card,Tx,14.52,0.0,96.9,Individual,0.0
315,8000,36,8.9,254.03,A,,3 Years,Mortgage,120000.0,Not Verified,Fully Paid,s,Credit_Card,Ca,10.52,0.0,60.6,Individual,0.0
316,18000,36,16.29,635.41,D,Inspectorate ,10+ Years,Own,140000.0,Verified,Fully Paid,s,Debt_Consolidation,Tx,21.8,0.0,90.2,Individual,0.0
